sim_idx,converged,gen_beta,matlab_beta,gen_lam,matlab_lam,gen_gamma,matlab_gamma,gen_alpha,matlab_alpha,gen_kappa,matlab_kappa,our_beta,our_lam,our_gamma,our_alpha,our_kappa
30,True,1.862301415755368,1.8130118744040093,0.36014635334726514,,9.945437888821662,,0.8946050768881171,0.7872684664615645,0.0,0.0,3.8898786421790317,0.1,2.2005116304753765,0.009483792148660025,1
31,True,2.228344934603521,1.992548532399583,0.11223098549379333,,1.5421471439662626,,0.6252140720962707,0.6428894630675267,0.0,0.0,11.798639432708551,0.1,19.67677137623812,0.0001,1
32,True,1.6557426264555888,1.5649253567944752,0.4694774037252855,,5.387250997373907,,0.9999999637768289,0.99999999306206,0.0,0.0,1.3373833260601506,0.1,10.855699004061208,0.05626665855448938,1
33,True,1.5574192410703105,1.6126693001808734,1.6452916927868564,,6.363789351114196,,0.7727176245027886,0.7621583569092354,0.0,0.0,6.408753280943417,0.8280085134687,1.208739483039032,0.0008032310776703893,4
34,True,1.9845677993137059,2.213125954103081,0.5895574273601691,,0.508113755906514,,0.8483411573215603,0.8428110404551865,0.0,0.0,19.688669528164315,5.0,13.558538218128747,0.0001,1
35,True,2.0950639983212387,2.1282183634121163,0.45006534742745974,,10.0,,0.987887930201075,0.9999999907819889,0.0,0.0,4.514067714113268,0.8790813247862888,20.0,0.0010454162287918847,4
36,True,2.1805068243759984,2.3918668983440647,0.18878085170100797,,2.0660357540682925,,0.7516309592532572,0.7233106834677661,0.0,0.0,0.01,0.1,0.01,0.0001,4
37,True,1.7453633947212503,1.7963733373408195,0.7836414846542024,,0.7820769317272933,,0.8911770359526666,0.9252866840897683,0.0,0.0,0.3637922238283419,0.1,1.2979976134018567,0.9999,1
38,True,1.8095468133120858,1.8080377075196163,0.3302396588436205,,3.7934322469476465,,0.9271724493971911,0.963227463126787,0.0,0.0,0.01,0.1,0.01,0.0001,4
39,True,2.2678069762638917,2.5670309974593057,1.5937869421083669e-10,,0.8308926077809122,,0.6575345700562487,0.6785291589056621,0.0,0.0,0.01,0.1,0.01,0.0001,4
40,True,2.03273718324975,2.18422052048156,0.1649710297344302,,10.0,,1.0,0.9999993819798023,0.0,0.0,0.8546466399957227,0.1,18.839001134519307,0.6043191976069194,1
41,True,2.8073159182617187,2.684152440652545,0.42108246880643696,,0.08792188011313996,,0.5325208464201626,0.6217675677180867,0.0,0.0,0.01,0.1,0.01,0.0001,4
42,True,2.2333774745769817,2.2384606435921786,0.3334787183724096,,0.367313049053393,,0.7843537831342783,0.7640504459745701,0.0,0.0,0.01,0.1,0.01,0.0001,4
43,True,3.273030688470549,3.417457452537648,0.07652501442371583,,0.0948195576523153,,0.6765958602311154,0.5753930511569407,0.0,0.0,0.01,0.1,0.01,0.0001,4
44,True,2.0399878872291035,2.2422650766293204,0.10571695397373797,,7.0812727311748125,,0.9999947584820662,0.9999999860644295,0.0,0.0,0.01,0.1,8.254092390233668,0.0001,4
45,True,1.6161620133609094,1.6794070320871133,0.32832143959058263,,6.181985224786908,,0.9468662333884789,0.9593464875860622,0.0,0.0,0.9397107447988559,0.1,15.2753682936405,0.33427657828854385,1
