sim_idx,converged,gen_beta,matlab_beta,gen_lam,matlab_lam,gen_gamma,matlab_gamma,gen_alpha,matlab_alpha,gen_kappa,matlab_kappa,our_beta,our_lam,our_gamma,our_alpha,our_kappa
46,True,2.6981410259460676,2.6213158372356133,0.04613633701093196,,0.9583322590535639,,1.0,0.8433267031384027,0.0,0.0,0.01,0.1,1.3387340043430676,0.00046162048682255545,1
47,True,1.9973840228310742,1.780405477830948,0.1983163807101701,,0.5872623799670575,,1.0,0.9999999762318551,0.0,0.0,0.01,0.1,17.17124905857259,0.0001,4
48,True,2.2417255383238635,2.0530552549371186,3.43067113563108e-07,0.11731059477931163,1.590834332715171,,1.0,1.0,1.0,1.0,2.05313926420569,0.11730390570209208,1.7194395071105417,0.9999,1
49,True,2.4001255245666564,2.2686367372582907,0.1924248722782424,0.1796318621240792,6.860803118671561,,0.6792028267724519,0.7345730968515971,1.0,1.0,2.268634015499619,0.17963333212210783,12.525277271855291,0.7345738888456975,1
50,True,2.3282585227037416,2.1075639957338472,0.36351546807090473,0.8844575878090587,0.23777680712129468,,0.3981119794066902,0.3573172222299736,1.0,1.0,2.1075633638262956,0.8844575812248289,10.962610159082658,0.3573173712149972,1
51,True,2.829345035159296,2.8949375994879794,0.3803371069313866,0.22215910460601715,0.31964491467257,,0.7052948321026663,0.670814722797573,1.0,1.0,2.8949372054497347,0.2221592431271058,5.105583621943014,0.6708147788914363,1
52,True,2.687187094467849,2.659923002661659,0.00010000526225616115,0.00010933916017157744,0.3125951575803118,,0.795505045598826,0.8281951409060161,1.0,1.0,2.5800135302693383,0.1,10.395676148006672,0.8290100829424647,1
53,True,2.170234578801411,1.9067897682469686,0.018523047480433912,0.5219458301454397,1.0016749722118967,,1.0,0.8905852863647223,1.0,1.0,1.9067892886210118,0.521947155353541,6.033311867652996,0.8905853991559893,1
54,True,2.147112405988379,2.1346377310238394,4.3351377949914345e-10,9.99990664592398e-05,1.1479126604699599,,0.6833218243783534,0.6290303993633397,1.0,1.0,2.0855266595350272,0.1,2.5801502782881656,0.619902514931999,1
55,True,2.1558699380887756,2.047216921430355,0.10203835150002982,0.22693649303358998,1.9289133507545393,,1.0,1.0,1.0,1.0,2.047296921920338,0.22693366519993566,4.375054357864031,0.9999,1
56,True,2.977113246769746,2.829285985739272,9.094471648520185e-05,0.06085979470655862,0.35252472838993076,,0.7663186421913827,0.6741567126944688,1.0,1.0,2.7983310780232498,0.1,19.61621334470782,0.673659446262458,1
57,True,2.7557329144037097,3.0598870326662184,0.542133683752227,0.30381964733997735,0.4500577998164543,,0.7151522854999194,0.7225859917291194,1.0,1.0,3.059886732297631,0.3038196971629368,1.4299577456073278,0.7225860433514195,1
58,True,1.5762615998052887,1.5521037490478369,1.2455069523088766,1.4171132351370246,0.5987523624899327,,0.9999999663931236,0.9309923496114069,1.0,1.0,1.5521036444282157,1.4171135764423697,4.869398128622664,0.9309923062915116,1
59,True,2.6160626920062913,2.621205701455858,6.136764146389289e-09,0.09003549406108147,0.3303327795521754,,1.0,1.0,1.0,1.0,2.6135341588760315,0.1,2.0,0.9999,1
60,True,3.1165651973790514,2.887716429233728,0.2049957544143247,0.8159558700198198,0.14021998729190202,,0.6182692598549732,0.585240433289331,1.0,1.0,2.887716237210093,0.8159557846816425,19.830802862477743,0.5852404251110476,1
61,True,2.0971645912542716,2.5121529048767686,0.357341444464393,0.4256522695408641,1.9383761372154764,,0.9786397068023717,0.8491771445240165,1.0,1.0,2.512152663162918,0.4256525276678238,13.42615063897629,0.8491772110533435,1
62,True,1.969938608749103,2.0260714692714297,0.35465367748588894,0.4575873359841276,2.228624146236454,,1.0,0.855523855819356,1.0,1.0,2.0260710875724897,0.45758772305904954,0.43298776951544904,0.8555240678931559,1
63,True,1.983884043893026,1.909413004669034,1.3635384058022289e-11,0.40369353931838564,4.8738450929681205,,0.8846687112261684,0.7331299965502053,1.0,1.0,1.909413018165239,0.4036940649611403,3.9417806531012975,0.733129711586503,1
64,True,2.3052963729991798,2.31839533357678,2.9264396487493907e-07,0.14651292607381314,10.0,,0.8159185375000241,0.8530323311636454,1.0,1.0,2.31839517793462,0.14651308776212194,10.104004776208097,0.853032337291714,1
65,True,2.6637177892004114,2.501604572428384,0.5004629361755485,0.2523543004924764,0.2195398541782773,,0.4575139413118394,0.6055804263868894,1.0,1.0,2.501604120156302,0.2523542422147449,0.524166434037836,0.6055805801155764,1
66,True,2.1811254453257067,2.374525673805755,0.3703330966749162,0.27445360037350736,0.7925497559564971,,0.7061191863424968,0.6717768078761972,1.0,1.0,2.3745255113232746,0.27445348682992304,1.4679661768233563,0.671776930035687,1
67,True,2.241045031101897,2.569664487059362,0.21921906097452848,0.23077996299284603,1.1832631722806601,,0.6781393849073604,0.5321157757407762,1.0,1.0,2.569668339142317,0.23077864588791372,10.284560865875937,0.5321157917176004,1
68,True,2.296051822957738,2.4354528966729667,0.7744614145500645,0.7731536453715662,0.2626003895531617,,0.9216837472840457,0.9909041974816719,1.0,1.0,2.4354528340946904,0.7731536064723673,14.983768218236762,0.9909043047027088,1
69,True,1.4152758287271856,1.3703703046889646,0.6131728156602897,0.8143714356800322,0.8228100043429618,,0.9999999450865381,0.9999999923620152,1.0,1.0,1.3704112749683595,0.814399796007575,2.0,0.9999,1
